Step,Queue_West_East,Queue_North_South,Queue_SD,Arrival_West_East,Arrival_North_South,Throughput_Step,Avg_Waiting_Time_West_East,Avg_Waiting_Time_North_South,Reward_Total,Reward_Queue,Reward_Throughput,Reward_Wait,Reward_Fairness
888,7,0,3.5,0,1,1,4.71,0.0,-1.756418554476807,-0.7777777777777778,0.125,-0.2286407766990291,-0.875
889,7,0,3.5,0,0,0,5.71,0.0,-1.9299622437971953,-0.7777777777777778,0.0,-0.27718446601941743,-0.875
890,7,0,3.5,0,1,1,6.71,0.0,-1.8535059331175836,-0.7777777777777778,0.125,-0.3257281553398058,-0.875
891,6,0,3.0,0,0,0,7.0,0.0,-1.756472491909385,-0.6666666666666666,0.0,-0.3398058252427184,-0.75
892,5,1,2.0,0,1,1,6.0,0.25,-1.345064724919094,-0.6666666666666666,0.125,-0.30339805825242716,-0.5
893,4,1,1.5,0,0,0,5.0,0.5,-1.1975458468176914,-0.5555555555555556,0.0,-0.2669902912621359,-0.375
894,3,1,1.0,0,0,0,4.6,0.75,-0.9541531823085221,-0.4444444444444444,0.0,-0.2597087378640776,-0.25
895,2,2,0.0,0,1,0,3.2,1.0,-0.6483279395900755,-0.4444444444444444,0.0,-0.20388349514563106,-0.0
896,1,3,1.0,0,0,0,2.25,1.6,-0.8813376483279396,-0.4444444444444444,0.0,-0.18689320388349515,-0.25
897,0,3,1.5,0,0,0,0.0,2.2,-0.8151294498381877,-0.3333333333333333,0.0,-0.10679611650485438,-0.375
898,0,4,2.0,0,0,1,0.0,3.0,-0.9650755124056094,-0.4444444444444444,0.125,-0.14563106796116504,-0.5
899,0,4,2.0,0,0,0,0.0,3.8,-1.12891046386192,-0.4444444444444444,0.0,-0.1844660194174757,-0.5
900,0,5,2.5,0,0,0,0.0,4.8,-1.4135652642934198,-0.5555555555555556,0.0,-0.23300970873786406,-0.625
901,0,5,2.5,1,0,1,0.0,5.8,-1.337108953613808,-0.5555555555555556,0.125,-0.2815533980582524,-0.625
902,0,5,2.5,0,0,0,0.0,6.8,-1.5106526429341964,-0.5555555555555556,0.0,-0.33009708737864074,-0.625
903,0,5,2.5,1,0,1,0.0,7.8,-1.4341963322545848,-0.5555555555555556,0.125,-0.37864077669902907,-0.625
904,0,4,2.0,0,0,0,0.0,7.75,-1.320658036677454,-0.4444444444444444,0.0,-0.3762135922330097,-0.5
905,1,3,1.0,1,0,1,0.2,6.0,-0.8704153182308522,-0.4444444444444444,0.125,-0.30097087378640774,-0.25
906,1,2,0.5,0,0,1,0.4,4.0,-0.5469255663430421,-0.3333333333333333,0.125,-0.21359223300970875,-0.125
907,2,1,0.5,1,0,0,0.67,2.67,-0.6204692556634304,-0.3333333333333333,0.0,-0.16213592233009708,-0.125
908,2,0,1.0,0,0,0,1.0,0.0,-0.5207659115426105,-0.2222222222222222,0.0,-0.04854368932038835,-0.25
909,3,0,1.5,0,0,0,1.5,0.0,-0.7811488673139159,-0.3333333333333333,0.0,-0.07281553398058252,-0.375
910,3,0,1.5,1,0,1,1.71,0.0,-0.6663430420711973,-0.3333333333333333,0.125,-0.08300970873786408,-0.375
911,4,0,2.0,0,1,0,2.29,0.0,-1.055609492988134,-0.4444444444444444,0.0,-0.11116504854368932,-0.5
912,5,0,2.5,0,0,1,3.0,0.0,-1.2011866235167206,-0.5555555555555556,0.125,-0.14563106796116504,-0.625
913,5,0,2.5,0,0,0,3.71,0.0,-1.3606526429341963,-0.5555555555555556,0.0,-0.18009708737864077,-0.625
914,7,0,3.5,0,1,1,4.71,0.0,-1.756418554476807,-0.7777777777777778,0.125,-0.2286407766990291,-0.875
915,7,0,3.5,0,1,0,5.71,0.0,-1.9299622437971953,-0.7777777777777778,0.0,-0.27718446601941743,-0.875
916,7,0,3.5,0,0,1,6.71,0.0,-1.8535059331175836,-0.7777777777777778,0.125,-0.3257281553398058,-0.875
917,6,0,3.0,0,1,0,6.83,0.0,-1.748220064724919,-0.6666666666666666,0.0,-0.3315533980582524,-0.75
918,5,0,2.5,0,0,1,5.83,0.0,-1.3385652642934196,-0.5555555555555556,0.125,-0.2830097087378641,-0.625
919,4,1,1.5,0,0,0,4.83,0.25,-1.1771574973031282,-0.5555555555555556,0.0,-0.2466019417475728,-0.375
920,3,2,0.5,0,1,0,4.6,0.6,-0.9329827400215749,-0.5555555555555556,0.0,-0.25242718446601936,-0.125
921,2,2,0.0,0,0,0,3.2,1.0,-0.6483279395900755,-0.4444444444444444,0.0,-0.20388349514563106,-0.0
922,1,3,1.0,0,0,0,2.25,1.6,-0.8813376483279396,-0.4444444444444444,0.0,-0.18689320388349515,-0.25
923,0,4,2.0,0,0,0,0.0,2.4,-1.0609492988133764,-0.4444444444444444,0.0,-0.11650485436893203,-0.5
924,0,5,2.5,0,0,0,0.0,3.4,-1.345604099244876,-0.5555555555555556,0.0,-0.16504854368932037,-0.625
925,0,5,2.5,0,0,1,0.0,4.4,-1.2691477885652644,-0.5555555555555556,0.125,-0.21359223300970875,-0.625
926,0,5,2.5,0,0,1,0.0,5.4,-1.3176914778856528,-0.5555555555555556,0.125,-0.2621359223300971,-0.625
927,0,5,2.5,1,0,0,0.0,6.4,-1.491235167206041,-0.5555555555555556,0.0,-0.3106796116504854,-0.625
928,0,5,2.5,0,0,1,0.0,7.4,-1.4147788565264294,-0.5555555555555556,0.125,-0.3592233009708738,-0.625
929,0,5,2.5,1,0,0,0.0,8.4,-1.5883225458468178,-0.5555555555555556,0.0,-0.4077669902912621,-0.625
930,1,4,1.5,0,0,1,0.25,8.75,-1.2424487594390508,-0.5555555555555556,0.125,-0.4368932038834951,-0.375
931,1,3,1.0,1,0,0,0.4,6.75,-1.041531823085221,-0.4444444444444444,0.0,-0.3470873786407767,-0.25
932,1,2,0.5,0,0,1,0.6,4.75,-0.5930420711974109,-0.3333333333333333,0.125,-0.2597087378640776,-0.125
933,2,1,0.5,1,0,0,0.83,3.33,-0.6602750809061488,-0.3333333333333333,0.0,-0.20194174757281552,-0.125
934,2,0,1.0,0,0,0,1.17,0.0,-0.5290183387270766,-0.2222222222222222,0.0,-0.05679611650485436,-0.25
935,3,0,1.5,0,0,0,1.67,0.0,-0.7894012944983819,-0.3333333333333333,0.0,-0.08106796116504854,-0.375
936,4,0,2.0,1,0,1,2.0,0.0,-0.9165318230852211,-0.4444444444444444,0.125,-0.0970873786407767,-0.5
937,4,0,2.0,0,1,0,2.57,0.0,-1.0692017259978424,-0.4444444444444444,0.0,-0.12475728155339805,-0.5
938,5,0,2.5,0,0,1,3.29,0.0,-1.2152642934196334,-0.5555555555555556,0.125,-0.15970873786407766,-0.625
939,6,0,3.0,0,0,0,4.14,0.0,-1.6176375404530745,-0.6666666666666666,0.0,-0.20097087378640774,-0.75
940,6,0,3.0,0,1,1,5.0,0.0,-1.5343851132686084,-0.6666666666666666,0.125,-0.24271844660194172,-0.75
941,7,0,3.5,0,0,0,6.0,0.0,-1.9440399137001079,-0.7777777777777778,0.0,-0.2912621359223301,-0.875
942,7,0,3.5,0,1,1,7.0,0.0,-1.8675836030204962,-0.7777777777777778,0.125,-0.3398058252427184,-0.875
943,6,0,3.0,0,0,0,7.0,0.0,-1.756472491909385,-0.6666666666666666,0.0,-0.3398058252427184,-0.75
944,5,1,2.0,0,1,1,6.0,0.25,-1.345064724919094,-0.6666666666666666,0.125,-0.30339805825242716,-0.5
945,4,1,1.5,0,0,0,5.0,0.5,-1.1975458468176914,-0.5555555555555556,0.0,-0.2669902912621359,-0.375
946,3,2,0.5,0,1,0,3.83,0.8,-0.9053128371089536,-0.5555555555555556,0.0,-0.22475728155339803,-0.125
947,2,2,0.0,0,0,0,3.2,1.2,-0.6580366774541532,-0.4444444444444444,0.0,-0.21359223300970875,-0.0
948,1,2,0.5,0,0,0,1.6,1.6,-0.613673139158576,-0.3333333333333333,0.0,-0.1553398058252427,-0.125
949,1,2,0.5,0,0,0,2.25,2.0,-0.6646440129449838,-0.3333333333333333,0.0,-0.20631067961165048,-0.125
950,0,3,1.5,0,0,0,0.0,2.6,-0.834546925566343,-0.3333333333333333,0.0,-0.1262135922330097,-0.375
951,0,3,1.5,0,0,1,0.0,3.2,-0.738673139158576,-0.3333333333333333,0.125,-0.1553398058252427,-0.375
952,0,4,2.0,0,0,0,0.0,4.0,-1.138619201725998,-0.4444444444444444,0.0,-0.1941747572815534,-0.5
953,0,5,2.5,0,0,1,0.0,5.0,-1.2982740021574974,-0.5555555555555556,0.125,-0.24271844660194172,-0.625
954,0,5,2.5,1,0,0,0.0,6.0,-1.4718176914778858,-0.5555555555555556,0.0,-0.2912621359223301,-0.625
955,1,5,2.0,0,0,1,0.25,7.0,-1.3936084142394822,-0.6666666666666666,0.125,-0.3519417475728155,-0.5
956,1,4,1.5,1,0,0,0.4,6.75,-1.2776429341963322,-0.5555555555555556,0.0,-0.3470873786407767,-0.375
957,2,3,0.5,0,0,1,0.8,4.75,-0.8249730312837109,-0.5555555555555556,0.125,-0.26941747572815533,-0.125
958,2,2,0.0,1,0,0,1.0,3.25,-0.6507551240560949,-0.4444444444444444,0.0,-0.20631067961165048,-0.0
959,3,1,1.0,0,0,0,1.5,2.33,-0.8803667745415318,-0.4444444444444444,0.0,-0.18592233009708736,-0.25
960,3,0,1.5,0,0,0,2.0,0.0,-0.80542071197411,-0.3333333333333333,0.0,-0.0970873786407767,-0.375
961,4,0,2.0,1,0,0,2.29,0.0,-1.055609492988134,-0.4444444444444444,0.0,-0.11116504854368932,-0.5
962,5,0,2.5,0,0,0,3.0,0.0,-1.3261866235167206,-0.5555555555555556,0.0,-0.14563106796116504,-0.625
963,5,0,2.5,0,0,1,3.71,0.0,-1.2356526429341963,-0.5555555555555556,0.125,-0.18009708737864077,-0.625
964,6,0,3.0,0,1,0,4.57,0.0,-1.6385113268608413,-0.6666666666666666,0.0,-0.22184466019417476,-0.75
965,7,0,3.5,0,0,1,5.57,0.0,-1.7981661272923408,-0.7777777777777778,0.125,-0.2703883495145631,-0.875
966,7,0,3.5,0,1,0,6.57,0.0,-1.9717098166127291,-0.7777777777777778,0.0,-0.31893203883495147,-0.875
967,7,0,3.5,0,0,1,7.57,0.0,-1.8952535059331175,-0.7777777777777778,0.125,-0.3674757281553398,-0.875
968,7,0,3.5,0,1,1,8.57,0.0,-1.9437971952535058,-0.7777777777777778,0.125,-0.4160194174757281,-0.875
969,6,0,3.0,0,1,0,8.67,0.0,-1.8375404530744337,-0.6666666666666666,0.0,-0.42087378640776696,-0.75
970,5,1,2.0,0,0,1,7.33,0.25,-1.4096278317152102,-0.6666666666666666,0.125,-0.36796116504854365,-0.5
971,4,1,1.5,0,0,0,6.0,0.5,-1.2460895361380797,-0.5555555555555556,0.0,-0.31553398058252424,-0.375
972,3,1,1.0,0,1,0,5.6,0.6,-0.995415318230852,-0.4444444444444444,0.0,-0.3009708737864077,-0.25
973,2,1,0.5,0,0,0,3.8,0.8,-0.6816343042071197,-0.3333333333333333,0.0,-0.22330097087378636,-0.125
974,1,2,0.5,0,0,0,2.5,1.2,-0.6379449838187702,-0.3333333333333333,0.0,-0.1796116504854369,-0.125
975,0,3,1.5,0,0,0,0.0,1.8,-0.7957119741100324,-0.3333333333333333,0.0,-0.08737864077669903,-0.375
976,0,4,2.0,0,0,0,0.0,2.6,-1.070658036677454,-0.4444444444444444,0.0,-0.1262135922330097,-0.5
977,0,5,2.5,0,0,1,0.0,3.6,-1.2303128371089538,-0.5555555555555556,0.125,-0.17475728155339806,-0.625
978,0,5,2.5,0,0,1,0.0,4.6,-1.2788565264293419,-0.5555555555555556,0.125,-0.22330097087378636,-0.625
979,0,5,2.5,1,0,0,0.0,5.6,-1.4524002157497304,-0.5555555555555556,0.0,-0.27184466019417475,-0.625
980,0,5,2.5,0,0,1,0.0,6.6,-1.3759439050701188,-0.5555555555555556,0.125,-0.3203883495145631,-0.625
981,0,5,2.5,1,0,0,0.0,7.6,-1.549487594390507,-0.5555555555555556,0.0,-0.3689320388349514,-0.625
982,1,4,1.5,0,0,1,0.25,7.5,-1.1817691477885652,-0.5555555555555556,0.125,-0.3762135922330097,-0.375
983,1,3,1.0,1,0,0,0.4,6.0,-1.00512405609493,-0.4444444444444444,0.0,-0.3106796116504854,-0.25
984,2,2,0.0,0,0,1,0.8,4.25,-0.5645900755124056,-0.4444444444444444,0.125,-0.24514563106796114,-0.0
985,2,1,0.5,1,0,0,1.0,3.0,-0.6525080906148867,-0.3333333333333333,0.0,-0.1941747572815534,-0.125
986,3,0,1.5,0,0,0,1.5,0.0,-0.7811488673139159,-0.3333333333333333,0.0,-0.07281553398058252,-0.375
987,3,0,1.5,0,0,0,2.0,0.0,-0.80542071197411,-0.3333333333333333,0.0,-0.0970873786407767,-0.375
988,3,0,1.5,1,0,0,2.14,0.0,-0.8122168284789644,-0.3333333333333333,0.0,-0.10388349514563107,-0.375
989,4,0,2.0,0,0,1,2.71,0.0,-0.9509978425026968,-0.4444444444444444,0.125,-0.13155339805825242,-0.5
990,4,0,2.0,0,1,1,3.29,0.0,-0.9791531823085221,-0.4444444444444444,0.125,-0.15970873786407766,-0.5
991,5,0,2.5,0,0,0,4.0,0.0,-1.3747303128371091,-0.5555555555555556,0.0,-0.1941747572815534,-0.625
992,5,0,2.5,0,1,1,4.71,0.0,-1.2841963322545846,-0.5555555555555556,0.125,-0.2286407766990291,-0.625
993,6,0,3.0,0,1,0,5.57,0.0,-1.6870550161812297,-0.6666666666666666,0.0,-0.2703883495145631,-0.75
994,7,0,3.5,0,0,0,6.57,0.0,-1.9717098166127291,-0.7777777777777778,0.0,-0.31893203883495147,-0.875
995,6,1,2.5,0,0,1,6.5,0.25,-1.605447680690399,-0.7777777777777778,0.125,-0.3276699029126213,-0.625
996,5,2,1.5,0,0,0,5.33,0.75,-1.447923408845739,-0.7777777777777778,0.0,-0.29514563106796116,-0.375
997,4,2,1.0,0,1,0,4.17,1.0,-1.1676375404530743,-0.6666666666666666,0.0,-0.25097087378640776,-0.25
998,3,3,0.0,0,0,0,3.8,1.6,-0.9288025889967637,-0.6666666666666666,0.0,-0.2621359223300971,-0.0
999,2,3,0.5,0,0,0,2.6,2.2,-0.9135652642934197,-0.5555555555555556,0.0,-0.23300970873786409,-0.125
1000,1,4,1.5,0,0,0,1.75,3.0,-1.1611380798274002,-0.5555555555555556,0.0,-0.23058252427184464,-0.375
1001,0,5,2.5,0,0,0,0.0,4.0,-1.3747303128371091,-0.5555555555555556,0.0,-0.1941747572815534,-0.625
1002,0,5,2.5,0,0,1,0.0,5.0,-1.2982740021574974,-0.5555555555555556,0.125,-0.24271844660194172,-0.625
1003,0,5,2.5,0,0,0,0.0,6.0,-1.4718176914778858,-0.5555555555555556,0.0,-0.2912621359223301,-0.625
1004,0,5,2.5,0,0,1,0.0,7.0,-1.395361380798274,-0.5555555555555556,0.125,-0.3398058252427184,-0.625
1005,0,5,2.5,1,0,0,0.0,8.0,-1.5689050701186624,-0.5555555555555556,0.0,-0.3883495145631068,-0.625
1006,0,5,2.5,0,0,1,0.0,9.0,-1.4924487594390508,-0.5555555555555556,0.125,-0.4368932038834951,-0.625
1007,0,5,2.5,1,0,0,0.0,10.0,-1.665992448759439,-0.5555555555555556,0.0,-0.48543689320388345,-0.625
1008,0,4,2.0,0,0,0,0.0,10.25,-1.442017259978425,-0.4444444444444444,0.0,-0.49757281553398053,-0.5
1009,1,3,1.0,1,0,1,0.2,7.75,-0.9553667745415317,-0.4444444444444444,0.125,-0.3859223300970874,-0.25
1010,1,2,0.5,0,0,1,0.4,5.25,-0.6076051779935274,-0.3333333333333333,0.125,-0.27427184466019416,-0.125
1011,2,1,0.5,1,0,0,0.67,3.67,-0.6690129449838187,-0.3333333333333333,0.0,-0.2106796116504854,-0.125
1012,2,0,1.0,0,0,0,1.0,0.0,-0.5207659115426105,-0.2222222222222222,0.0,-0.04854368932038835,-0.25
1013,2,0,1.0,0,0,0,1.33,0.0,-0.5367853290183386,-0.2222222222222222,0.0,-0.0645631067961165,-0.25
1014,3,0,1.5,1,0,1,1.57,0.0,-0.6595469255663431,-0.3333333333333333,0.125,-0.0762135922330097,-0.375
1015,4,0,2.0,0,1,0,2.14,0.0,-1.0483279395900755,-0.4444444444444444,0.0,-0.10388349514563107,-0.5
1016,5,0,2.5,0,0,1,2.86,0.0,-1.194390507011866,-0.5555555555555556,0.125,-0.13883495145631067,-0.625
1017,6,0,3.0,0,0,0,3.71,0.0,-1.5967637540453075,-0.6666666666666666,0.0,-0.18009708737864077,-0.75
1018,6,0,3.0,0,1,0,4.57,0.0,-1.6385113268608413,-0.6666666666666666,0.0,-0.22184466019417476,-0.75
1019,7,0,3.5,0,1,1,5.57,0.0,-1.7981661272923408,-0.7777777777777778,0.125,-0.2703883495145631,-0.875
1020,7,0,3.5,0,0,1,6.57,0.0,-1.8467098166127291,-0.7777777777777778,0.125,-0.31893203883495147,-0.875
1021,6,0,3.0,0,1,0,6.67,0.0,-1.7404530744336568,-0.6666666666666666,0.0,-0.32378640776699025,-0.75
1022,5,0,2.5,0,0,1,5.67,0.0,-1.3307982740021576,-0.5555555555555556,0.125,-0.2752427184466019,-0.625
1023,4,0,2.0,0,0,0,4.83,0.0,-1.17891046386192,-0.4444444444444444,0.0,-0.23446601941747572,-0.5
1024,3,1,1.0,0,1,0,4.6,0.2,-0.9274541531823085,-0.4444444444444444,0.0,-0.23300970873786406,-0.25
1025,2,2,0.0,0,0,0,3.2,0.6,-0.6289104638619202,-0.4444444444444444,0.0,-0.18446601941747573,-0.0
1026,1,3,1.0,0,0,0,1.6,1.2,-0.8303667745415317,-0.4444444444444444,0.0,-0.13592233009708737,-0.25
1027,0,3,1.5,0,0,0,0.0,1.8,-0.7957119741100324,-0.3333333333333333,0.0,-0.08737864077669903,-0.375
1028,0,4,2.0,0,0,0,0.0,2.6,-1.070658036677454,-0.4444444444444444,0.0,-0.1262135922330097,-0.5
1029,0,4,2.0,0,0,1,0.0,3.4,-0.9844929881337647,-0.4444444444444444,0.125,-0.16504854368932037,-0.5
1030,0,5,2.5,0,0,0,0.0,4.4,-1.3941477885652644,-0.5555555555555556,0.0,-0.21359223300970875,-0.625
1031,0,5,2.5,1,0,1,0.0,5.4,-1.3176914778856528,-0.5555555555555556,0.125,-0.2621359223300971,-0.625
1032,1,5,2.0,0,0,0,0.25,6.4,-1.4894822006472492,-0.6666666666666666,0.0,-0.3228155339805825,-0.5
1033,1,5,2.0,1,0,1,0.4,7.4,-1.4203074433656957,-0.6666666666666666,0.125,-0.3786407766990291,-0.5
1034,1,4,1.5,0,0,0,0.6,7.75,-1.3358953613807982,-0.5555555555555556,0.0,-0.40533980582524265,-0.375
1035,1,3,1.0,1,0,1,0.67,6.0,-0.8932308522114347,-0.4444444444444444,0.125,-0.32378640776699025,-0.25
1036,2,2,0.0,0,0,0,1.0,4.0,-0.6871628910463862,-0.4444444444444444,0.0,-0.24271844660194172,-0.0
1037,2,1,0.5,0,0,0,1.33,2.67,-0.6525080906148867,-0.3333333333333333,0.0,-0.1941747572815534,-0.125
1038,3,0,1.5,1,0,0,1.57,0.0,-0.7845469255663431,-0.3333333333333333,0.0,-0.0762135922330097,-0.375
1039,4,0,2.0,0,0,0,2.14,0.0,-1.0483279395900755,-0.4444444444444444,0.0,-0.10388349514563107,-0.5
1040,5,0,2.5,0,0,1,2.86,0.0,-1.194390507011866,-0.5555555555555556,0.125,-0.13883495145631067,-0.625
1041,5,0,2.5,0,1,0,3.57,0.0,-1.3538565264293418,-0.5555555555555556,0.0,-0.17330097087378638,-0.625
1042,5,0,2.5,0,0,1,4.29,0.0,-1.2638079827400217,-0.5555555555555556,0.125,-0.20825242718446602,-0.625
1043,7,0,3.5,0,0,0,5.29,0.0,-1.9095738942826321,-0.7777777777777778,0.0,-0.25679611650485434,-0.875
1044,7,0,3.5,0,1,1,6.29,0.0,-1.8331175836030205,-0.7777777777777778,0.125,-0.30533980582524267,-0.875
1045,7,0,3.5,0,0,0,7.29,0.0,-2.0066612729234086,-0.7777777777777778,0.0,-0.35388349514563106,-0.875
1046,7,0,3.5,0,1,1,8.29,0.0,-1.9302049622437971,-0.7777777777777778,0.125,-0.4024271844660193,-0.875
1047,6,1,2.5,0,0,0,8.17,0.33,-1.8153991370010787,-0.7777777777777778,0.0,-0.41262135922330095,-0.625
1048,5,1,2.0,0,1,1,7.0,0.5,-1.4057443365695792,-0.6666666666666666,0.125,-0.36407766990291257,-0.5
1049,4,1,1.5,0,0,0,5.83,0.75,-1.249973031283711,-0.5555555555555556,0.0,-0.3194174757281553,-0.375
1050,3,1,1.0,0,0,0,4.5,1.0,-0.9614347357065803,-0.4444444444444444,0.0,-0.2669902912621359,-0.25
1051,2,2,0.0,0,1,0,3.6,1.2,-0.6774541531823085,-0.4444444444444444,0.0,-0.23300970873786406,-0.0
1052,1,2,0.5,0,0,0,2.0,1.6,-0.6330906148867314,-0.3333333333333333,0.0,-0.17475728155339806,-0.125
1053,0,3,1.5,0,0,0,0.0,2.2,-0.8151294498381877,-0.3333333333333333,0.0,-0.10679611650485438,-0.375
1054,0,4,2.0,0,0,0,0.0,3.0,-1.0900755124056094,-0.4444444444444444,0.0,-0.14563106796116504,-0.5
1055,0,4,2.0,0,0,1,0.0,3.8,-1.00391046386192,-0.4444444444444444,0.125,-0.1844660194174757,-0.5
1056,0,5,2.5,0,0,0,0.0,4.8,-1.4135652642934198,-0.5555555555555556,0.0,-0.23300970873786406,-0.625
1057,0,5,2.5,1,0,1,0.0,5.8,-1.337108953613808,-0.5555555555555556,0.125,-0.2815533980582524,-0.625
1058,1,5,2.0,0,0,0,0.25,6.8,-1.5088996763754046,-0.6666666666666666,0.0,-0.3422330097087378,-0.5
1059,1,5,2.0,1,0,1,0.4,7.8,-1.439724919093851,-0.6666666666666666,0.125,-0.3980582524271844,-0.5
1060,1,4,1.5,0,0,0,0.6,7.5,-1.323759439050701,-0.5555555555555556,0.0,-0.39320388349514557,-0.375
1061,1,3,1.0,1,0,1,0.67,5.75,-0.8810949298813375,-0.4444444444444444,0.125,-0.31165048543689317,-0.25
1062,2,2,0.0,0,0,0,1.0,4.0,-0.6871628910463862,-0.4444444444444444,0.0,-0.24271844660194172,-0.0
1063,2,1,0.5,0,0,0,1.33,2.0,-0.6199838187702265,-0.3333333333333333,0.0,-0.1616504854368932,-0.125
1064,3,0,1.5,1,0,0,1.57,0.0,-0.7845469255663431,-0.3333333333333333,0.0,-0.0762135922330097,-0.375
1065,4,0,2.0,0,0,0,2.14,0.0,-1.0483279395900755,-0.4444444444444444,0.0,-0.10388349514563107,-0.5
1066,5,0,2.5,0,0,0,2.86,0.0,-1.319390507011866,-0.5555555555555556,0.0,-0.13883495145631067,-0.625
1067,5,0,2.5,0,0,1,3.57,0.0,-1.2288565264293418,-0.5555555555555556,0.125,-0.17330097087378638,-0.625
1068,6,0,3.0,0,1,0,4.43,0.0,-1.631715210355987,-0.6666666666666666,0.0,-0.21504854368932036,-0.75
1069,6,0,3.0,0,0,1,5.29,0.0,-1.548462783171521,-0.6666666666666666,0.125,-0.25679611650485434,-0.75
1070,7,0,3.5,0,1,0,6.29,0.0,-1.9581175836030205,-0.7777777777777778,0.0,-0.30533980582524267,-0.875
1071,7,0,3.5,0,0,1,7.29,0.0,-1.8816612729234088,-0.7777777777777778,0.125,-0.35388349514563106,-0.875
1072,7,1,3.0,0,1,1,8.29,0.25,-1.9284519956850052,-0.8888888888888888,0.125,-0.4145631067961164,-0.75
1073,6,1,2.5,0,0,0,8.17,0.5,-1.8236515641855449,-0.7777777777777778,0.0,-0.42087378640776696,-0.625
1074,5,2,1.5,0,0,0,7.0,1.0,-1.5411272923408845,-0.7777777777777778,0.0,-0.3883495145631068,-0.375
1075,4,3,0.5,0,1,0,5.83,1.4,-1.2537486515641856,-0.7777777777777778,0.0,-0.3509708737864078,-0.125
1076,3,3,0.0,0,0,0,4.5,2.0,-0.9822006472491909,-0.6666666666666666,0.0,-0.31553398058252424,-0.0
1077,2,4,1.0,0,0,0,3.6,2.8,-1.227346278317152,-0.6666666666666666,0.0,-0.3106796116504854,-0.25
1078,1,4,1.5,0,0,0,1.8,3.6,-1.1926914778856528,-0.5555555555555556,0.0,-0.2621359223300971,-0.375
1079,0,4,2.0,0,0,0,0.0,4.4,-1.1580366774541533,-0.4444444444444444,0.0,-0.21359223300970875,-0.5
1080,0,5,2.5,0,0,0,0.0,5.4,-1.4426914778856528,-0.5555555555555556,0.0,-0.2621359223300971,-0.625
1081,0,5,2.5,0,0,1,0.0,6.4,-1.366235167206041,-0.5555555555555556,0.125,-0.3106796116504854,-0.625
1082,0,5,2.5,0,0,0,0.0,7.4,-1.5397788565264294,-0.5555555555555556,0.0,-0.3592233009708738,-0.625
1083,0,5,2.5,1,0,1,0.0,8.4,-1.4633225458468178,-0.5555555555555556,0.125,-0.4077669902912621,-0.625
1084,0,5,2.5,0,0,0,0.0,9.4,-1.636866235167206,-0.5555555555555556,0.0,-0.45631067961165045,-0.625
1085,0,5,2.5,1,0,1,0.0,10.4,-1.5604099244875944,-0.5555555555555556,0.125,-0.5048543689320388,-0.625
1086,1,4,1.5,0,0,0,0.2,10.5,-1.4499730312837107,-0.5555555555555556,0.0,-0.5194174757281552,-0.375
1087,2,3,0.5,1,0,1,0.5,8.0,-0.9681769147788566,-0.5555555555555556,0.125,-0.41262135922330095,-0.125
1088,2,2,0.0,0,0,0,0.83,5.25,-0.7395900755124056,-0.4444444444444444,0.0,-0.29514563106796116,-0.0
1089,3,1,1.0,0,0,0,1.33,3.33,-0.9206580366774542,-0.4444444444444444,0.0,-0.2262135922330097,-0.25
1090,4,0,2.0,1,0,0,1.71,0.0,-1.0274541531823085,-0.4444444444444444,0.0,-0.08300970873786408,-0.5
1091,5,0,2.5,0,0,0,2.43,0.0,-1.2985167206040993,-0.5555555555555556,0.0,-0.11796116504854369,-0.625
1092,5,0,2.5,0,0,1,3.14,0.0,-1.207982740021575,-0.5555555555555556,0.125,-0.1524271844660194,-0.625
1093,6,0,3.0,0,0,0,4.0,0.0,-1.61084142394822,-0.6666666666666666,0.0,-0.1941747572815534,-0.75
1094,6,0,3.0,0,1,1,4.86,0.0,-1.527588996763754,-0.6666666666666666,0.125,-0.23592233009708738,-0.75
1095,7,0,3.5,0,0,0,5.86,0.0,-1.9372437971952534,-0.7777777777777778,0.0,-0.28446601941747574,-0.875
1096,7,0,3.5,0,1,1,6.86,0.0,-1.8607874865156417,-0.7777777777777778,0.125,-0.33300970873786406,-0.875
1097,7,1,3.0,0,1,0,7.86,0.25,-2.032578209277238,-0.8888888888888888,0.0,-0.3936893203883495,-0.75
1098,7,1,3.0,0,0,1,8.86,0.5,-1.9682578209277237,-0.8888888888888888,0.125,-0.4543689320388349,-0.75
1099,6,1,2.5,0,0,0,9.17,0.75,-1.8843311758360302,-0.7777777777777778,0.0,-0.48155339805825237,-0.625
1100,5,2,1.5,0,1,0,7.83,1.0,-1.581418554476807,-0.7777777777777778,0.0,-0.4286407766990291,-0.375
1101,4,2,1.0,0,0,0,6.5,1.4,-1.3001618122977345,-0.6666666666666666,0.0,-0.38349514563106796,-0.25
1102,3,3,0.0,0,0,0,6.0,2.0,-1.0550161812297734,-0.6666666666666666,0.0,-0.3883495145631068,-0.0
1103,2,3,0.5,0,0,0,4.0,2.6,-1.0009439050701188,-0.5555555555555556,0.0,-0.3203883495145631,-0.125
1104,1,4,1.5,0,0,0,2.0,3.4,-1.1926914778856528,-0.5555555555555556,0.0,-0.2621359223300971,-0.375
1105,0,5,2.5,0,0,0,0.0,4.4,-1.3941477885652644,-0.5555555555555556,0.0,-0.21359223300970875,-0.625
1106,0,5,2.5,0,0,0,0.0,5.4,-1.4426914778856528,-0.5555555555555556,0.0,-0.2621359223300971,-0.625
