volume,episode,global_episode,seed,total_reward,avg_wait,epsilon,queue_score,throughput_score,wait_score,fairness_score
600,8,38,38,284.4480775053284,0.4521035310860091,0.09524856399210692,0.6734567901234527,0.8159722222222222,0.9559571966007342,0.6326388888888889
600,9,39,39,283.65530668048626,0.4901665485471297,0.0895336501525805,0.6638888888888848,0.8180555555555555,0.952644568157148,0.6232638888888888
600,10,40,40,283.41837872498775,0.47623683511815207,0.08416163114342566,0.6669753086419714,0.8149305555555556,0.9537482685697278,0.6260416666666667
600,11,41,41,282.79347939859986,0.47741364038972545,0.07911193327482012,0.6648148148148108,0.8131944444444444,0.9535057913320932,0.6229166666666667
600,12,42,42,283.8886302806904,0.46882770870337476,0.07436521727833091,0.6657407407407369,0.8177083333333334,0.9546119805066093,0.625
600,13,43,43,284.9984807844692,0.446278779225415,0.06990330424163105,0.6743827160493782,0.8180555555555555,0.9565819486835819,0.6336805555555556
600,14,44,44,284.3871914264676,0.4558954294860395,0.06570910598713318,0.6709876543209835,0.8170138888888889,0.955691302136232,0.6305555555555555
800,0,45,45,246.8302295880871,1.7966987753521468,0.06176655962790519,0.09814814814814805,0.9545138888888889,0.8311539429892666,0.16354166666666667
800,1,46,46,269.39330224157027,0.6646783565588522,0.058060566050230876,0.22006172839506183,0.9798611111111111,0.9351640332801109,0.25104166666666666
800,2,47,47,272.3023926585261,0.6662073526980102,0.05457693208721702,0.2682098765432104,0.9829861111111111,0.935602436063243,0.21770833333333334
800,3,48,48,277.4057365580046,0.6242535599448783,0.051302316161983996,0.32345679012345735,0.9798611111111111,0.9398953272058492,0.25972222222222224
800,4,49,49,271.1515383833444,0.6763628410519985,0.05,0.2617283950617288,0.9795138888888889,0.9345063692388875,0.21944444444444444
800,5,50,50,259.18548961893265,1.0003926573083342,0.05,0.14506172839506187,0.9746527777777778,0.9055054661942264,0.190625
800,6,51,51,247.41639111907298,1.5548994798256712,0.05,0.0746913580246912,0.9642361111111111,0.8545345063202777,0.13819444444444445
800,7,52,52,269.80759821640135,0.6317482442502547,0.05,0.2413580246913587,0.9826388888888888,0.93874667478933,0.19930555555555557
800,8,53,53,282.71933778865974,0.5857109032792708,0.05,0.36851851851851836,0.9829861111111111,0.9433750825060488,0.2947916666666667
800,9,54,54,270.6704350898894,0.6422078633227467,0.05,0.2500000000000005,0.9847222222222223,0.937878427590541,0.19583333333333333
800,10,55,55,269.78740379552266,0.6525732297157764,0.05,0.24228395061728442,0.9822916666666667,0.9370223953903442,0.2013888888888889
800,11,56,56,271.88658871740677,0.6266181662565529,0.05,0.25493827160493887,0.9822916666666667,0.9391163548490951,0.23125
800,12,57,57,268.97315954558997,0.6770530763137048,0.05,0.22530864197530925,0.9815972222222222,0.9346238393216246,0.22013888888888888
800,13,58,58,250.35280660032717,1.502917872562509,0.05,0.10956790123456776,0.9652777777777778,0.8618318094710802,0.13333333333333333
800,14,59,59,274.7199452446872,0.6337068776093167,0.05,0.2861111111111115,0.9805555555555555,0.9385638008275423,0.25798611111111114
